Grade,Occ_Class,Jurisdiction,Salary,Date
5.3,Officer,Queensland,80905,1/09/2015
5.4,Officer,Queensland,83126,1/09/2015
6.1,Senior Officer,Queensland,87746,1/09/2015
6.2,Senior Officer,Queensland,89799,1/09/2015
6.3,Senior Officer,Queensland,91845,1/09/2015
6.4,Senior Officer,Queensland,93882,1/09/2015
7.1,Principal Officer,Queensland,98184,1/09/2015
7.2,Principal Officer,Queensland,100553,1/09/2015
7.3,Principal Officer,Queensland,102925,1/09/2015
7.4,Principal Officer,Queensland,105283,1/09/2015
8.1,Manager,Queensland,108784,1/09/2015
8.2,Manager,Queensland,110887,1/09/2015
8.3,Manager,Queensland,112959,1/09/2015
8.4,Manager,Queensland,115054,1/09/2015
1.1,Junior Officer,Queensland,35805,1/06/2016
1.2,Junior Officer,Queensland,37772,1/06/2016
1.3,Junior Officer,Queensland,39731,1/06/2016
2.1,Junior Officer,Queensland,44193,1/06/2016
2.2,Junior Officer,Queensland,45213,1/06/2016
2.3,Junior Officer,Queensland,46259,1/06/2016
2.4,Junior Officer,Queensland,47316,1/06/2016
2.5,Junior Officer,Queensland,48398,1/06/2016
2.6,Junior Officer,Queensland,49536,1/06/2016
2.7,Junior Officer,Queensland,50811,1/06/2016
2.8,Junior Officer,Queensland,52220,1/06/2016
3.1,Junior Officer,Queensland,55813,1/06/2016
3.2,Junior Officer,Queensland,57965,1/06/2016
3.3,Junior Officer,Queensland,60110,1/06/2016
3.4,Junior Officer,Queensland,62236,1/06/2016
4.1,Officer,Queensland,65993,1/06/2016
4.2,Officer,Queensland,68177,1/06/2016
4.3,Officer,Queensland,70365,1/06/2016
4.4,Officer,Queensland,72565,1/06/2016
5.1,Officer,Queensland,76478,1/06/2016
5.2,Officer,Queensland,78701,1/06/2016
5.3,Officer,Queensland,80905,1/06/2016
5.4,Officer,Queensland,83126,1/06/2016
6.1,Senior Officer,Queensland,87746,1/06/2016
6.2,Senior Officer,Queensland,89799,1/06/2016
6.3,Senior Officer,Queensland,91845,1/06/2016
6.4,Senior Officer,Queensland,93882,1/06/2016
7.1,Principal Officer,Queensland,98184,1/06/2016
7.2,Principal Officer,Queensland,100553,1/06/2016
7.3,Principal Officer,Queensland,102925,1/06/2016
7.4,Principal Officer,Queensland,105283,1/06/2016
8.1,Manager,Queensland,108784,1/06/2016
8.2,Manager,Queensland,110887,1/06/2016
8.3,Manager,Queensland,112959,1/06/2016
8.4,Manager,Queensland,115054,1/06/2016
1.1,Junior Officer,Queensland,37105,2/06/2016
1.2,Junior Officer,Queensland,39072,2/06/2016
1.3,Junior Officer,Queensland,41031,2/06/2016
2.1,Junior Officer,Queensland,45493,2/06/2016
2.2,Junior Officer,Queensland,46513,2/06/2016
2.3,Junior Officer,Queensland,47559,2/06/2016
2.4,Junior Officer,Queensland,48616,2/06/2016
2.5,Junior Officer,Queensland,49698,2/06/2016
2.6,Junior Officer,Queensland,50836,2/06/2016
2.7,Junior Officer,Queensland,52111,2/06/2016
2.8,Junior Officer,Queensland,53520,2/06/2016
3.1,Junior Officer,Queensland,57113,2/06/2016
3.2,Junior Officer,Queensland,59265,2/06/2016
3.3,Junior Officer,Queensland,61410,2/06/2016
3.4,Junior Officer,Queensland,63536,2/06/2016
4.1,Officer,Queensland,67293,2/06/2016
4.2,Officer,Queensland,69477,2/06/2016
4.3,Officer,Queensland,71665,2/06/2016
4.4,Officer,Queensland,73865,2/06/2016
5.1,Officer,Queensland,77778,2/06/2016
5.2,Officer,Queensland,80001,2/06/2016
5.3,Officer,Queensland,82205,2/06/2016
5.4,Officer,Queensland,84426,2/06/2016
6.1,Senior Officer,Queensland,89046,2/06/2016
6.2,Senior Officer,Queensland,91099,2/06/2016
6.3,Senior Officer,Queensland,93145,2/06/2016
6.4,Senior Officer,Queensland,95182,2/06/2016
7.1,Principal Officer,Queensland,99484,2/06/2016
7.2,Principal Officer,Queensland,101853,2/06/2016
7.3,Principal Officer,Queensland,104225,2/06/2016
7.4,Principal Officer,Queensland,106583,2/06/2016
8.1,Manager,Queensland,110084,2/06/2016
8.2,Manager,Queensland,112187,2/06/2016
8.3,Manager,Queensland,114259,2/06/2016
8.4,Manager,Queensland,116354,2/06/2016
1.1,Junior Officer,Queensland,37105,31/08/2016
1.2,Junior Officer,Queensland,39072,31/08/2016
1.3,Junior Officer,Queensland,41031,31/08/2016
2.1,Junior Officer,Queensland,45493,31/08/2016
2.2,Junior Officer,Queensland,46513,31/08/2016
2.3,Junior Officer,Queensland,47559,31/08/2016
2.4,Junior Officer,Queensland,48616,31/08/2016
2.5,Junior Officer,Queensland,49698,31/08/2016
2.6,Junior Officer,Queensland,50836,31/08/2016
2.7,Junior Officer,Queensland,52111,31/08/2016
2.8,Junior Officer,Queensland,53520,31/08/2016
3.1,Junior Officer,Queensland,57113,31/08/2016
3.2,Junior Officer,Queensland,59265,31/08/2016
3.3,Junior Officer,Queensland,61410,31/08/2016
3.4,Junior Officer,Queensland,63536,31/08/2016
4.1,Officer,Queensland,67293,31/08/2016
4.2,Officer,Queensland,69477,31/08/2016
4.3,Officer,Queensland,71665,31/08/2016
4.4,Officer,Queensland,73865,31/08/2016
5.1,Officer,Queensland,77778,31/08/2016
5.2,Officer,Queensland,80001,31/08/2016
5.3,Officer,Queensland,82205,31/08/2016
5.4,Officer,Queensland,84426,31/08/2016
6.1,Senior Officer,Queensland,89046,31/08/2016
6.2,Senior Officer,Queensland,91099,31/08/2016
6.3,Senior Officer,Queensland,93145,31/08/2016
6.4,Senior Officer,Queensland,95182,31/08/2016
7.1,Principal Officer,Queensland,99484,31/08/2016
7.2,Principal Officer,Queensland,101853,31/08/2016
7.3,Principal Officer,Queensland,104225,31/08/2016
7.4,Principal Officer,Queensland,106583,31/08/2016
8.1,Manager,Queensland,110084,31/08/2016
8.2,Manager,Queensland,112187,31/08/2016
8.3,Manager,Queensland,114259,31/08/2016
8.4,Manager,Queensland,116354,31/08/2016
1.1,Junior Officer,Queensland,36700,1/09/2016
1.2,Junior Officer,Queensland,38716,1/09/2016
1.3,Junior Officer,Queensland,40725,1/09/2016
2.1,Junior Officer,Queensland,45296,1/09/2016
2.2,Junior Officer,Queensland,46342,1/09/2016
2.3,Junior Officer,Queensland,47415,1/09/2016
2.4,Junior Officer,Queensland,48497,1/09/2016
2.5,Junior Officer,Queensland,49609,1/09/2016
2.6,Junior Officer,Queensland,50775,1/09/2016
2.7,Junior Officer,Queensland,52082,1/09/2016
2.8,Junior Officer,Queensland,53525,1/09/2016
3.1,Junior Officer,Queensland,57209,1/09/2016
3.2,Junior Officer,Queensland,59413,1/09/2016
3.3,Junior Officer,Queensland,61612,1/09/2016
3.4,Junior Officer,Queensland,63791,1/09/2016
4.1,Officer,Queensland,67642,1/09/2016
4.2,Officer,Queensland,69880,1/09/2016
4.3,Officer,Queensland,72124,1/09/2016
4.4,Officer,Queensland,74378,1/09/2016
5.1,Officer,Queensland,78390,1/09/2016
5.2,Officer,Queensland,80668,1/09/2016
5.3,Officer,Queensland,82927,1/09/2016
5.4,Officer,Queensland,85205,1/09/2016
6.1,Senior Officer,Queensland,89940,1/09/2016
6.2,Senior Officer,Queensland,92046,1/09/2016
6.3,Senior Officer,Queensland,94141,1/09/2016
6.4,Senior Officer,Queensland,96230,1/09/2016
7.1,Principal Officer,Queensland,100639,1/09/2016
7.2,Principal Officer,Queensland,103068,1/09/2016
7.3,Principal Officer,Queensland,105497,1/09/2016
7.4,Principal Officer,Queensland,107916,1/09/2016
8.1,Manager,Queensland,111503,1/09/2016
8.2,Manager,Queensland,113661,1/09/2016
8.3,Manager,Queensland,115782,1/09/2016
8.4,Manager,Queensland,117931,1/09/2016
1.1,Junior Officer,Queensland,36700,31/08/2017
1.2,Junior Officer,Queensland,38716,31/08/2017
1.3,Junior Officer,Queensland,40725,31/08/2017
2.1,Junior Officer,Queensland,45296,31/08/2017
2.2,Junior Officer,Queensland,46342,31/08/2017
2.3,Junior Officer,Queensland,47415,31/08/2017
2.4,Junior Officer,Queensland,48497,31/08/2017
2.5,Junior Officer,Queensland,49609,31/08/2017
2.6,Junior Officer,Queensland,50775,31/08/2017
2.7,Junior Officer,Queensland,52082,31/08/2017
2.8,Junior Officer,Queensland,53525,31/08/2017
3.1,Junior Officer,Queensland,57209,31/08/2017
3.2,Junior Officer,Queensland,59413,31/08/2017
3.3,Junior Officer,Queensland,61612,31/08/2017
3.4,Junior Officer,Queensland,63791,31/08/2017
4.1,Officer,Queensland,67642,31/08/2017
4.2,Officer,Queensland,69880,31/08/2017
4.3,Officer,Queensland,72124,31/08/2017
4.4,Officer,Queensland,74378,31/08/2017
5.1,Officer,Queensland,78390,31/08/2017
5.2,Officer,Queensland,80668,31/08/2017
5.3,Officer,Queensland,82927,31/08/2017
5.4,Officer,Queensland,85205,31/08/2017
6.1,Senior Officer,Queensland,89940,31/08/2017
6.2,Senior Officer,Queensland,92046,31/08/2017
6.3,Senior Officer,Queensland,94141,31/08/2017
6.4,Senior Officer,Queensland,96230,31/08/2017
7.1,Principal Officer,Queensland,100639,31/08/2017
7.2,Principal Officer,Queensland,103068,31/08/2017
7.3,Principal Officer,Queensland,105497,31/08/2017
7.4,Principal Officer,Queensland,107916,31/08/2017
8.1,Manager,Queensland,111503,31/08/2017
8.2,Manager,Queensland,113661,31/08/2017
8.3,Manager,Queensland,115782,31/08/2017
8.4,Manager,Queensland,117931,31/08/2017
1.1,Junior Officer,Queensland,37618,1/09/2017
1.2,Junior Officer,Queensland,39684,1/09/2017
1.3,Junior Officer,Queensland,41743,1/09/2017
2.1,Junior Officer,Queensland,46428,1/09/2017
2.2,Junior Officer,Queensland,47501,1/09/2017
2.3,Junior Officer,Queensland,48599,1/09/2017
2.4,Junior Officer,Queensland,49711,1/09/2017
2.5,Junior Officer,Queensland,50848,1/09/2017
2.6,Junior Officer,Queensland,52046,1/09/2017
2.7,Junior Officer,Queensland,53384,1/09/2017
2.8,Junior Officer,Queensland,54863,1/09/2017
3.1,Junior Officer,Queensland,58638,1/09/2017
3.2,Junior Officer,Queensland,60898,1/09/2017
3.3,Junior Officer,Queensland,63152,1/09/2017
3.4,Junior Officer,Queensland,65385,1/09/2017
4.1,Officer,Queensland,69332,1/09/2017
4.2,Officer,Queensland,71628,1/09/2017
4.3,Officer,Queensland,73927,1/09/2017
4.4,Officer,Queensland,76238,1/09/2017
5.1,Officer,Queensland,80350,1/09/2017
5.2,Officer,Queensland,82685,1/09/2017
5.3,Officer,Queensland,85002,1/09/2017
5.4,Officer,Queensland,87334,1/09/2017
6.1,Senior Officer,Queensland,92189,1/09/2017
6.2,Senior Officer,Queensland,94347,1/09/2017
6.3,Senior Officer,Queensland,96494,1/09/2017
6.4,Senior Officer,Queensland,98636,1/09/2017
7.1,Principal Officer,Queensland,103154,1/09/2017
7.2,Principal Officer,Queensland,105646,1/09/2017
7.3,Principal Officer,Queensland,108135,1/09/2017
7.4,Principal Officer,Queensland,110613,1/09/2017
8.1,Manager,Queensland,114289,1/09/2017
8.2,Manager,Queensland,116502,1/09/2017
8.3,Manager,Queensland,118675,1/09/2017
8.4,Manager,Queensland,120879,1/09/2017
1.1,Junior Officer,Queensland,37618,31/08/2019
1.2,Junior Officer,Queensland,39684,31/08/2019
1.3,Junior Officer,Queensland,41743,31/08/2019
2.1,Junior Officer,Queensland,46428,31/08/2019
2.2,Junior Officer,Queensland,47501,31/08/2019
2.3,Junior Officer,Queensland,48599,31/08/2019
2.4,Junior Officer,Queensland,49711,31/08/2019
2.5,Junior Officer,Queensland,50848,31/08/2019
2.6,Junior Officer,Queensland,52046,31/08/2019
2.7,Junior Officer,Queensland,53384,31/08/2019
2.8,Junior Officer,Queensland,54863,31/08/2019
3.1,Junior Officer,Queensland,58638,31/08/2019
3.2,Junior Officer,Queensland,60898,31/08/2019
3.3,Junior Officer,Queensland,63152,31/08/2019
3.4,Junior Officer,Queensland,65385,31/08/2019
4.1,Officer,Queensland,69332,31/08/2019
4.2,Officer,Queensland,71628,31/08/2019
4.3,Officer,Queensland,73927,31/08/2019
4.4,Officer,Queensland,76238,31/08/2019
5.1,Officer,Queensland,80350,31/08/2019
5.2,Officer,Queensland,82685,31/08/2019
5.3,Officer,Queensland,85002,31/08/2019
5.4,Officer,Queensland,87334,31/08/2019
6.1,Senior Officer,Queensland,92189,31/08/2019
6.2,Senior Officer,Queensland,94347,31/08/2019
6.3,Senior Officer,Queensland,96494,31/08/2019
6.4,Senior Officer,Queensland,98636,31/08/2019
7.1,Principal Officer,Queensland,103154,31/08/2019
7.2,Principal Officer,Queensland,105646,31/08/2019
7.3,Principal Officer,Queensland,108135,31/08/2019
7.4,Principal Officer,Queensland,110613,31/08/2019
8.1,Manager,Queensland,114289,31/08/2019
8.2,Manager,Queensland,116502,31/08/2019
8.3,Manager,Queensland,118675,31/08/2019
8.4,Manager,Queensland,120879,31/08/2019
1.1,Junior Officer,Queensland,39316,1/09/2019
1.2,Junior Officer,Queensland,41271,1/09/2019
1.3,Junior Officer,Queensland,43748,1/09/2019
2.1,Junior Officer,Queensland,49145,1/09/2019
2.2,Junior Officer,Queensland,50370,1/09/2019
2.3,Junior Officer,Queensland,51648,1/09/2019
2.4,Junior Officer,Queensland,52951,1/09/2019
2.5,Junior Officer,Queensland,54229,1/09/2019
2.6,Junior Officer,Queensland,55532,1/09/2019
2.7,Junior Officer,Queensland,56940,1/09/2019
2.8,Junior Officer,Queensland,58530,1/09/2019
3.1,Junior Officer,Queensland,62389,1/09/2019
3.2,Junior Officer,Queensland,64657,1/09/2019
3.3,Junior Officer,Queensland,66978,1/09/2019
3.4,Junior Officer,Queensland,69246,1/09/2019
4.1,Officer,Queensland,73287,1/09/2019
4.2,Officer,Queensland,75607,1/09/2019
4.3,Officer,Queensland,78006,1/09/2019
4.4,Officer,Queensland,80352,1/09/2019
5.1,Officer,Queensland,84498,1/09/2019
5.2,Officer,Queensland,86896,1/09/2019
5.3,Officer,Queensland,89295,1/09/2019
5.4,Officer,Queensland,91641,1/09/2019
6.1,Senior Officer,Queensland,96647,1/09/2019
6.2,Senior Officer,Queensland,98837,1/09/2019
6.3,Senior Officer,Queensland,101027,1/09/2019
6.4,Senior Officer,Queensland,103217,1/09/2019
7.1,Principal Officer,Queensland,107805,1/09/2019
7.2,Principal Officer,Queensland,110386,1/09/2019
7.3,Principal Officer,Queensland,112915,1/09/2019
7.4,Principal Officer,Queensland,115444,1/09/2019
8.1,Manager,Queensland,119199,1/09/2019
8.2,Manager,Queensland,121493,1/09/2019
8.3,Manager,Queensland,123709,1/09/2019
8.4,Manager,Queensland,125951,1/09/2019
1.1,Junior Officer,Queensland,39316,29/06/2020
1.2,Junior Officer,Queensland,41271,29/06/2020
1.3,Junior Officer,Queensland,43748,29/06/2020
2.1,Junior Officer,Queensland,49145,29/06/2020
2.2,Junior Officer,Queensland,50370,29/06/2020
2.3,Junior Officer,Queensland,51648,29/06/2020
2.4,Junior Officer,Queensland,52951,29/06/2020
2.5,Junior Officer,Queensland,54229,29/06/2020
2.6,Junior Officer,Queensland,55532,29/06/2020
2.7,Junior Officer,Queensland,56940,29/06/2020
2.8,Junior Officer,Queensland,58530,29/06/2020
3.1,Junior Officer,Queensland,62389,29/06/2020
3.2,Junior Officer,Queensland,64657,29/06/2020
3.3,Junior Officer,Queensland,66978,29/06/2020
3.4,Junior Officer,Queensland,69246,29/06/2020
4.1,Officer,Queensland,73287,29/06/2020
4.2,Officer,Queensland,75607,29/06/2020
4.3,Officer,Queensland,78006,29/06/2020
4.4,Officer,Queensland,80352,29/06/2020
5.1,Officer,Queensland,84498,29/06/2020
5.2,Officer,Queensland,86896,29/06/2020
5.3,Officer,Queensland,89295,29/06/2020
5.4,Officer,Queensland,91641,29/06/2020
6.1,Senior Officer,Queensland,96647,29/06/2020
6.2,Senior Officer,Queensland,98837,29/06/2020
6.3,Senior Officer,Queensland,101027,29/06/2020
6.4,Senior Officer,Queensland,103217,29/06/2020
7.1,Principal Officer,Queensland,107805,29/06/2020
7.2,Principal Officer,Queensland,110386,29/06/2020
7.3,Principal Officer,Queensland,112915,29/06/2020
7.4,Principal Officer,Queensland,115444,29/06/2020
8.1,Manager,Queensland,119199,29/06/2020
8.2,Manager,Queensland,121493,29/06/2020
8.3,Manager,Queensland,123709,29/06/2020
8.4,Manager,Queensland,125951,29/06/2020
1.1,Junior Officer,Queensland,40566,30/06/2020
1.2,Junior Officer,Queensland,42521,30/06/2020
1.3,Junior Officer,Queensland,44998,30/06/2020
2.1,Junior Officer,Queensland,50395,30/06/2020
2.2,Junior Officer,Queensland,51620,30/06/2020
2.3,Junior Officer,Queensland,52898,30/06/2020
2.4,Junior Officer,Queensland,54201,30/06/2020
2.5,Junior Officer,Queensland,55479,30/06/2020
2.6,Junior Officer,Queensland,56782,30/06/2020
2.7,Junior Officer,Queensland,58190,30/06/2020
2.8,Junior Officer,Queensland,59780,30/06/2020
3.1,Junior Officer,Queensland,63639,30/06/2020
3.2,Junior Officer,Queensland,65907,30/06/2020
3.3,Junior Officer,Queensland,68228,30/06/2020
3.4,Junior Officer,Queensland,70496,30/06/2020
4.1,Officer,Queensland,74537,30/06/2020
4.2,Officer,Queensland,76857,30/06/2020
4.3,Officer,Queensland,79256,30/06/2020
4.4,Officer,Queensland,81602,30/06/2020
5.1,Officer,Queensland,85748,30/06/2020
5.2,Officer,Queensland,88146,30/06/2020
5.3,Officer,Queensland,90545,30/06/2020
5.4,Officer,Queensland,92891,30/06/2020
6.1,Senior Officer,Queensland,97897,30/06/2020
6.2,Senior Officer,Queensland,100087,30/06/2020
6.3,Senior Officer,Queensland,102277,30/06/2020
6.4,Senior Officer,Queensland,104467,30/06/2020
7.1,Principal Officer,Queensland,109055,30/06/2020
7.2,Principal Officer,Queensland,111636,30/06/2020
7.3,Principal Officer,Queensland,114165,30/06/2020
7.4,Principal Officer,Queensland,116694,30/06/2020
8.1,Manager,Queensland,120449,30/06/2020
8.2,Manager,Queensland,122743,30/06/2020
8.3,Manager,Queensland,124959,30/06/2020
8.4,Manager,Queensland,127201,30/06/2020
1.1,Junior Officer,Queensland,40566,31/08/2020
1.2,Junior Officer,Queensland,42521,31/08/2020
1.3,Junior Officer,Queensland,44998,31/08/2020
2.1,Junior Officer,Queensland,50395,31/08/2020
2.2,Junior Officer,Queensland,51620,31/08/2020
2.3,Junior Officer,Queensland,52898,31/08/2020
2.4,Junior Officer,Queensland,54201,31/08/2020
2.5,Junior Officer,Queensland,55479,31/08/2020
2.6,Junior Officer,Queensland,56782,31/08/2020
2.7,Junior Officer,Queensland,58190,31/08/2020
2.8,Junior Officer,Queensland,59780,31/08/2020
3.1,Junior Officer,Queensland,63639,31/08/2020
3.2,Junior Officer,Queensland,65907,31/08/2020
3.3,Junior Officer,Queensland,68228,31/08/2020
3.4,Junior Officer,Queensland,70496,31/08/2020
4.1,Officer,Queensland,74537,31/08/2020
4.2,Officer,Queensland,76857,31/08/2020
4.3,Officer,Queensland,79256,31/08/2020
4.4,Officer,Queensland,81602,31/08/2020
5.1,Officer,Queensland,85748,31/08/2020
5.2,Officer,Queensland,88146,31/08/2020
5.3,Officer,Queensland,90545,31/08/2020
5.4,Officer,Queensland,92891,31/08/2020
6.1,Senior Officer,Queensland,97897,31/08/2020
6.2,Senior Officer,Queensland,100087,31/08/2020
6.3,Senior Officer,Queensland,102277,31/08/2020
6.4,Senior Officer,Queensland,104467,31/08/2020
7.1,Principal Officer,Queensland,109055,31/08/2020
7.2,Principal Officer,Queensland,111636,31/08/2020
7.3,Principal Officer,Queensland,114165,31/08/2020
7.4,Principal Officer,Queensland,116694,31/08/2020
8.1,Manager,Queensland,120449,31/08/2020
8.2,Manager,Queensland,122743,31/08/2020
8.3,Manager,Queensland,124959,31/08/2020
8.4,Manager,Queensland,127201,31/08/2020
1.1,Junior Officer,Queensland,40021,1/09/2020
1.2,Junior Officer,Queensland,42030,1/09/2020
1.3,Junior Officer,Queensland,44534,1/09/2020
2.1,Junior Officer,Queensland,50039,1/09/2020
2.2,Junior Officer,Queensland,51292,1/09/2020
2.3,Junior Officer,Queensland,52596,1/09/2020
2.4,Junior Officer,Queensland,53927,1/09/2020
2.5,Junior Officer,Queensland,55205,1/09/2020
2.6,Junior Officer,Queensland,56535,1/09/2020
2.7,Junior Officer,Queensland,57970,1/09/2020
2.8,Junior Officer,Queensland,59588,1/09/2020
3.1,Junior Officer,Queensland,63527,1/09/2020
3.2,Junior Officer,Queensland,65823,1/09/2020
3.3,Junior Officer,Queensland,68197,1/09/2020
3.4,Junior Officer,Queensland,70493,1/09/2020
4.1,Officer,Queensland,74615,1/09/2020
4.2,Officer,Queensland,76989,1/09/2020
4.3,Officer,Queensland,79416,1/09/2020
4.4,Officer,Queensland,81816,1/09/2020
5.1,Officer,Queensland,86042,1/09/2020
5.2,Officer,Queensland,88469,1/09/2020
5.3,Officer,Queensland,90921,1/09/2020
5.4,Officer,Queensland,93321,1/09/2020
6.1,Senior Officer,Queensland,98409,1/09/2020
6.2,Senior Officer,Queensland,100626,1/09/2020
6.3,Senior Officer,Queensland,102870,1/09/2020
6.4,Senior Officer,Queensland,105088,1/09/2020
7.1,Principal Officer,Queensland,109758,1/09/2020
7.2,Principal Officer,Queensland,112393,1/09/2020
7.3,Principal Officer,Queensland,114975,1/09/2020
7.4,Principal Officer,Queensland,117532,1/09/2020
8.1,Manager,Queensland,121367,1/09/2020
8.2,Manager,Queensland,123715,1/09/2020
8.3,Manager,Queensland,125959,1/09/2020
8.4,Manager,Queensland,128255,1/09/2020
1.1,Junior Officer,Queensland,40021,31/08/2021
1.2,Junior Officer,Queensland,42030,31/08/2021
1.3,Junior Officer,Queensland,44534,31/08/2021
2.1,Junior Officer,Queensland,50039,31/08/2021
2.2,Junior Officer,Queensland,51292,31/08/2021
2.3,Junior Officer,Queensland,52596,31/08/2021
2.4,Junior Officer,Queensland,53927,31/08/2021
2.5,Junior Officer,Queensland,55205,31/08/2021
2.6,Junior Officer,Queensland,56535,31/08/2021
2.7,Junior Officer,Queensland,57970,31/08/2021
2.8,Junior Officer,Queensland,59588,31/08/2021
3.1,Junior Officer,Queensland,63527,31/08/2021
3.2,Junior Officer,Queensland,65823,31/08/2021
3.3,Junior Officer,Queensland,68197,31/08/2021
3.4,Junior Officer,Queensland,70493,31/08/2021
4.1,Officer,Queensland,74615,31/08/2021
4.2,Officer,Queensland,76989,31/08/2021
4.3,Officer,Queensland,79416,31/08/2021
4.4,Officer,Queensland,81816,31/08/2021
5.1,Officer,Queensland,86042,31/08/2021
5.2,Officer,Queensland,88469,31/08/2021
5.3,Officer,Queensland,90921,31/08/2021
5.4,Officer,Queensland,93321,31/08/2021
6.1,Senior Officer,Queensland,98409,31/08/2021
6.2,Senior Officer,Queensland,100626,31/08/2021
6.3,Senior Officer,Queensland,102870,31/08/2021
6.4,Senior Officer,Queensland,105088,31/08/2021
7.1,Principal Officer,Queensland,109758,31/08/2021
7.2,Principal Officer,Queensland,112393,31/08/2021
7.3,Principal Officer,Queensland,114975,31/08/2021
7.4,Principal Officer,Queensland,117532,31/08/2021
8.1,Manager,Queensland,121367,31/08/2021
8.2,Manager,Queensland,123715,31/08/2021
8.3,Manager,Queensland,125959,31/08/2021
8.4,Manager,Queensland,128255,31/08/2021
1.1,Junior Officer,Queensland,41023,1/09/2021
1.2,Junior Officer,Queensland,43081,1/09/2021
1.3,Junior Officer,Queensland,45648,1/09/2021
2.1,Junior Officer,Queensland,51292,1/09/2021
2.2,Junior Officer,Queensland,52575,1/09/2021
2.3,Junior Officer,Queensland,53911,1/09/2021
2.4,Junior Officer,Queensland,55275,1/09/2021
2.5,Junior Officer,Queensland,56585,1/09/2021
2.6,Junior Officer,Queensland,57950,1/09/2021
2.7,Junior Officer,Queensland,59421,1/09/2021
2.8,Junior Officer,Queensland,61078,1/09/2021
3.1,Junior Officer,Queensland,65116,1/09/2021
3.2,Junior Officer,Queensland,67470,1/09/2021
3.3,Junior Officer,Queensland,69904,1/09/2021
3.4,Junior Officer,Queensland,72257,1/09/2021
4.1,Officer,Queensland,76481,1/09/2021
4.2,Officer,Queensland,78915,1/09/2021
4.3,Officer,Queensland,81401,1/09/2021
4.4,Officer,Queensland,83861,1/09/2021
5.1,Officer,Queensland,88195,1/09/2021
5.2,Officer,Queensland,90681,1/09/2021
5.3,Officer,Queensland,93194,1/09/2021
5.4,Officer,Queensland,95654,1/09/2021
6.1,Senior Officer,Queensland,100869,1/09/2021
6.2,Senior Officer,Queensland,103141,1/09/2021
6.3,Senior Officer,Queensland,105442,1/09/2021
6.4,Senior Officer,Queensland,107715,1/09/2021
7.1,Principal Officer,Queensland,112502,1/09/2021
7.2,Principal Officer,Queensland,115202,1/09/2021
7.3,Principal Officer,Queensland,117851,1/09/2021
7.4,Principal Officer,Queensland,120470,1/09/2021
8.1,Manager,Queensland,124402,1/09/2021
8.2,Manager,Queensland,126810,1/09/2021
8.3,Manager,Queensland,129108,1/09/2021
8.4,Manager,Queensland,131461,1/09/2021
